layer,n_nodes,fiedler_value,connectivity_ratio,spectral_entropy_norm,hfer,spectral_radius,n_benign,n_injection,density_benign,density_injection,density_cross,cut_weight,conductance,normalized_cut,modularity,separation,cut_conductance,cut_modularity,accuracy,ari,bandwidth,example_id,attack_category,position,split,n_chars_context,n_chars_attack,condition,label,n_tokens
9,321,0.5810269713401794,0.3538999557495117,0.9987720251083374,0.5285258293151855,1.6417831182479858,298,23,0.003233025698990883,0.006587007252301371,0.0015073408943262474,20.6626289794242,1.5121570993126454,1.581851793391997,0.017611456925780797,3.0615204690028768,1.1919600422967205,0.028730551949384203,0.7383177570093458,-0.07721670622212265,123.04478169872796,1,direct_injection,middle,train,363,20,injected,1,321
10,296,0.5581979751586914,0.34418460726737976,0.9986811280250549,0.5268241167068481,1.6217981576919556,296,0,0.003283881814577379,nan,nan,nan,nan,nan,nan,nan,1.1254077169170495,0.05326214807128843,nan,nan,110.98585014884769,1,direct_injection,middle,train,363,20,benign,0,296
10,321,0.5600786209106445,0.34434235095977783,0.9987421631813049,0.5286207795143127,1.6265168190002441,298,23,0.0032463589644911926,0.006990078123204232,0.0014858118087249723,20.36750827400192,1.484432885865286,1.5528937176791708,0.018842132127660775,3.2060882993910798,1.1519460518441034,0.046592715428651676,0.7289719626168224,-0.0764580432405856,120.67324616377051,1,direct_injection,middle,train,363,20,injected,1,321
11,296,0.5826815962791443,0.3562437891960144,0.9988936185836792,0.5217264890670776,1.635625958442688,296,0,0.0033044043791098914,nan,nan,nan,nan,nan,nan,nan,0.750980424064529,0.13508198688245468,nan,nan,112.05648255169095,1,direct_injection,middle,train,363,20,benign,0,296
11,321,0.5874631404876709,0.3580465614795685,0.9989624619483948,0.5231665372848511,1.6407450437545776,298,23,0.003258210765091796,0.005356904937266354,0.0016117691584629854,22.094131624210604,1.6059513092600781,1.6797415017806772,0.013450758487965845,2.5920520350786136,0.7753292404642655,0.13556819320231578,0.5763239875389408,0.02214745758593243,121.83937984712989,1,direct_injection,middle,train,363,20,injected,1,321
12,296,0.5052416324615479,0.3316479027271271,0.9985754489898682,0.5281320810317993,1.5234278440475464,296,0,0.0032241617281609726,nan,nan,nan,nan,nan,nan,nan,0.7129601700726337,0.1733213194477172,nan,nan,97.08232016735363,1,direct_injection,middle,train,363,20,benign,0,296
12,321,0.5087881684303284,0.33158257603645325,0.9986484050750732,0.5295218229293823,1.5344237089157104,298,23,0.0031707936582875485,0.007626641719333327,0.0015410526889594362,21.12475026025595,1.4648139892715495,1.537358611895468,0.02080088519868,3.191046811994799,0.6689176652855634,0.17794464795212384,0.616822429906542,0.04234032699765699,106.18241820768657,1,direct_injection,middle,train,363,20,injected,1,321
13,296,0.46054142713546753,0.3081037402153015,0.9985114932060242,0.5300896763801575,1.4947608709335327,296,0,0.003234807064886533,nan,nan,nan,nan,nan,nan,nan,0.9474624573723602,0.12235179988155388,nan,nan,94.98657583019114,1,direct_injection,middle,train,363,20,benign,0,296
13,321,0.46380335092544556,0.30826398730278015,0.9985858798027039,0.5315897464752197,1.5045654773712158,298,23,0.0031846126276247194,0.008671616698157874,0.001499129822462015,20.550071606309302,1.4015036760964912,1.47184874685242,0.02403587084833582,3.5054122431340002,0.9928051463213395,0.10891572386097298,0.7165109034267912,-0.07519440991662657,103.91573019380135,1,direct_injection,middle,train,363,20,injected,1,321
14,296,0.44759953022003174,0.30045485496520996,0.9982575178146362,0.5364344716072083,1.4897396564483643,296,0,0.003164436061006057,nan,nan,nan,nan,nan,nan,nan,0.7827671096001093,0.1730729353164344,nan,nan,93.05236976694128,1,direct_injection,middle,train,363,20,benign,0,296
14,321,0.452932745218277,0.30213022232055664,0.9983394742012024,0.5380131006240845,1.4991308450698853,298,23,0.0031204298947984277,0.008389610797626963,0.0014322648996506638,19.6334872444113,1.396219986911912,1.4648701010861036,0.023903203090878587,3.57235634123545,0.7663564980635046,0.17362298927904582,0.719626168224299,0.10169065233124197,102.31580847486231,1,direct_injection,middle,train,363,20,injected,1,321
